address,area,city,country,crawl_date,guest_recommendation,hotel_brand,hotel_category,hotel_star_rating,image_count,latitude,locality,longitude,point_of_interest,property_id,property_name,property_type,province,query_time_stamp,review_count_by_category,room_area,room_count,room_type,site_review_count,site_review_rating,site_stay_review_rating,sitename,state,uniq_id
"No.7.Dharga Road, Pallavaram,","Airport Area, Pallavaram",Chennai,India,24-07-2016,72,null,regular,2,11,12.9661099,"Airport Area, Pallavaram",80.1479566,"Airport Area, Pallavaram|Chennai International Airport",HTLGBO1000006017,AVNB Towers,Hotel,Chennai,2016-07-24 01:12:30 +0000,positive reviews::87|critical reviews::32|reviews with images::6,10 X 10 Sq.ft.,20,Executive Room,119,3.6,Service Quality::3.6|Amenities::3.4|Food and Drinks::3.2|Value for Money::3.7|Location::3.8|Cleanliness::3.7,goibibo,Tamil Nadu,6cbfed60decd97968828f9fe402934f0
"No 6/16, munnekolalu extention, ashwathnagar, varthur hobli",Marathahalli,Bangalore,India,24-07-2016,100,null,regular,0,8,12.95709023,Marathahalli,77.70223491,Future Group Cosmos Mall|Marathahalli|Inorbit Mall|UIDAI Technology Center|Vydehi Institute of Medical Sciences &amp; Research Centre|Kalamandir Bus Stop|Bellandur Railway Station|Vydehi Institute of Medical Sciences & Research Centre,HTLGBO1000069938,ATITHI RESIDENCY - MARTHAHALLI,Hotel,Bangalore,2016-07-24 01:12:30 +0000,positive reviews::3|critical reviews::0|reviews with images::0,,22,EXECUTIVE AC ROOM,3,4.3,Service Quality::3.3|Amenities::3.7|Food and Drinks::2.0|Value for Money::3.7|Location::4.7|Cleanliness::4.0,goibibo,Karnataka,ad23d986b6fb83b016abb38685d888f6
"122 / 3, Near Bharma Temple",Brahma Temple Area,Pushkar,India,24-07-2016,100,null,regular,0,10,26.489749,Brahma Temple Area,74.5510856,Pushkar Lake|Brahma Temple|Savitri Temple|Brahma Temple Area,HTLGBO1000005884,AROMA,Hotel,Pushkar,2016-07-24 01:12:30 +0000,positive reviews::2|critical reviews::0|reviews with images::0,,14,NON Ac Room,2,4.1,Service Quality::4.3|Amenities::3.6|Food and Drinks::3.6|Value for Money::4.1|Location::4.3|Cleanliness::3.6,goibibo,Rajasthan,69358d60e44855ccb8a38e08cfeabac9
"Gimhavne, Dapoli",Gihavane,Dapoli Camp,India,24-07-2016,,null,regular,0,6,17.7656238,Gihavane,73.1674128,Suvarnadurg and Kanakdurg Forts|Gihavane|Keshavraj|Kadyavarcha Ganpati,HTLGBO1000073460,Bahar Homestay,Homestay,Dapoli Camp,2016-07-24 01:12:30 +0000,,,2,standard room,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Maharashtra,3a3218de9179ad56b1f50cd5ef64179c
"Beach Road, Calicut Pin - 673 032 Kerala, India",Kappad Beach,Calicut,India,24-07-2016,,null,regular,0,2,11.2587531,Kappad Beach,75.78041,Kappad Beach,HTLGBO1000060966,BEACH HOTEL,Hotel,Calicut,2016-07-24 01:12:30 +0000,,,6,Palliyara with Beach View Balcony,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Kerala,3d7348cae4e56c274100be4e1830455b
"House No. 681/1 , Demello Vaddo,Anjuna Beach Road,4th lane left from Starco Junction,Anjuna- Goa.",Candolim Area,Goa,India,24-07-2016,75,null,regular,0,16,15.5809248,Candolim Area,73.7448437,"Anjuna Beach|Calangute Beach|Titos lane, baga|Baga Beach|North Goa|Anjuna Beach Bus Stop|Candolim Area|Vagator Beach",HTLGBO1000013516,Arjun Villa,Guest House,Goa,2016-07-24 01:12:30 +0000,positive reviews::4|critical reviews::0|reviews with images::0,,2,Non AC Room,4,4.4,Service Quality::3.9|Amenities::3.9|Food and Drinks::4.6|Value for Money::4.5|Location::4.5|Cleanliness::4.6,goibibo,Goa,e4e94b954b98de42d77046654d2826bf
"christain basti , opposite passport seva kendra, walford",G.S. Road,Guwahati,India,24-07-2016,100,null,regular,3,11,26.1783205,G.S. Road,91.7530844,Nehru Stadium|Guwahati Railway Station|Assam State Museum|G.S. Road,HTLGBO1000033556,Awesome Palace,Guest House,Guwahati,2016-07-24 01:12:30 +0000,positive reviews::1|critical reviews::0|reviews with images::0,14 X 17 Sq.ft.,16,Awesome Stay double,1,4,Service Quality::4.0|Amenities::4.0|Food and Drinks::4.0|Value for Money::4.0|Location::4.0|Cleanliness::4.0,goibibo,Assam,2920f553e0b0f114a40211123c8f2532
"No.7 Sriram Nagar, Polur Road",Athiyanthal Village,Tiruvannamalai,India,24-07-2016,85,null,regular,3,9,12.2358388,Athiyanthal Village,79.0263645,The Ramana Ashram|Virupaksha Cave|Athiyanthal Village,HTLGBO1000029144,Arpanaa Hotel,Hotel,Tiruvannamalai,2016-07-24 01:12:30 +0000,positive reviews::32|critical reviews::3|reviews with images::4,12 X 18 Sq.ft.,18,Superior Double Room,35,4.5,Service Quality::4.6|Amenities::4.6|Food and Drinks::4.8|Value for Money::4.6|Location::4.6|Cleanliness::4.9,goibibo,Tamil Nadu,3e13111929e5f8b915710cdd05917ef6
"Flat no 308,Block 2,Sarada Apartments II, Next lane to Axis Bank, Road No.1, Banjara Hills",Banjara Hills Area,Hyderabad,India,24-07-2016,,null,regular,0,4,15.9128998,Banjara Hills Area,79.7399875,Banjara Hills Area,HTLGBO1000041196,Athidhi Guest House,Guest House,Hyderabad,2016-07-24 01:12:30 +0000,,,3,Deluxe Room,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Andhra Pradesh,c5d8f250660694b37f607854214171bd
"J. Tata Road, Churchgate Reclamation   Opp Eros Cinema mumbai 400020",Marine Lines,Mumbai,India,24-07-2016,,null,regular,3,6,18.9304462,Marine Lines,72.8260931,Crawford Market|Charni Road Railway Station|Marine Lines Railway Station|Marine Lines|Metro Cinema|Fashion Street|St Xavier College,HTLGBO1000044618,Astoria Hotel,Hotel,Mumbai,2016-07-24 01:12:30 +0000,,,73,Standard Room,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Maharashtra,d1234c020e19e5e98030716da4040d08
Badrinath Road Tapovan Rishikesh,Tapovan,Rishikesh,India,24-07-2016,70,null,regular,2,10,30.131591,Tapovan,78.3241469,Kailas Ashram|Tapovan|Lakshman Jhula,HTLGBO1000063480,Bhagirathi Palace,Hotel,Rishikesh,2016-07-24 01:12:30 +0000,positive reviews::16|critical reviews::8|reviews with images::3,15 X 14 Sq.ft.,15,Semi Deluxe AC Rooms,24,3.1,Service Quality::3.1|Amenities::3.0|Food and Drinks::2.8|Value for Money::3.2|Location::3.3|Cleanliness::3.0,goibibo,Uttarakhand,cbdfaf2d8dbe6f02bed23b2ac1943fbe
"Behind sardar petrol pump, kampoo, lashkar gwalior",Lashkar,Gwalior,India,24-07-2016,91,null,regular,0,11,26.1973344,Lashkar,78.1684973,phoolbagh|Captain Roop Singh Stadium|Lashkar|Suraj Kund,HTLGBO1000091722,Arihant Guest House.,Hotel,Gwalior,2016-07-24 01:12:30 +0000,positive reviews::8|critical reviews::4|reviews with images::3,,12,Cooler Room,12,2.7,Service Quality::2.7|Amenities::2.6|Food and Drinks::3.6|Value for Money::2.8|Location::2.6|Cleanliness::2.6,goibibo,Madhya Pradesh,3f4334033fd31e3c619bbc772cbebbe8
"2/372, Vishal Khand, Gomti Nagar Lucknow, Lucknow - 226001, Near CMS",Gomti Nagar,Lucknow,India,24-07-2016,84,null,regular,0,4,26.8481666,Gomti Nagar,80.98527,Lucknow Golf Club|Gomti Nagar|The Lucknow Zoo,HTLGBO1000018184,Avadh INN,BnB,Lucknow,2016-07-24 01:12:30 +0000,positive reviews::11|critical reviews::2|reviews with images::3,,13,AC Room,13,3.8,Service Quality::3.5|Amenities::3.5|Food and Drinks::4.3|Value for Money::3.6|Location::3.8|Cleanliness::4.3,goibibo,Uttar Pradesh,6173f765320f2d7a328f086437ef66d1
"No. 8 Kumaranasan Nagar, Kadavanthra, Kochi",Ernakulam,Ernakulam,India,24-07-2016,,null,regular,0,9,9.976876034,Ernakulam,76.30261126,Ernakulam Junction|Bolgatty Palace|Ernakulam,HTLGBO1000061306,Athithi Homes,Homestay,Ernakulam,2016-07-24 01:12:30 +0000,,,2,Non A/C Room,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Kerala,fa867dd5820f3d06006fe0465e5cd959
"S.N Junction, Punnamada, Alappuzha",Finishing Point Road,Alleppey,India,24-07-2016,,null,regular,0,8,9.4980667,Finishing Point Road,76.3388484,Finishing Point Road|Alleppey Railway Station|Champakulam Church|Alleppey Beach,HTLGBO1000065184,Bens Houseboats 4 Bed Room A/c DLX (2),Houseboat,Alleppey,2016-07-24 01:12:30 +0000,,,4,4 Bed Room A/c DLX 8 PAX,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Kerala,2e98a37496c4e2f7338fb5bf5b6e5bc4
"Small Vagator Beach, Vagator Bardez Goa",Anjuna Area,Goa,India,24-07-2016,63,null,regular,0,30,15.59454069,Anjuna Area,73.7343353,Anjuna Area|Anjuna Beach|Morjim Beach|Anjuna Beach Bus Stop|North Goa|Vagator Beach,HTLGBO1000053908,Antares Beach Resort,Resort,Goa,2016-07-24 01:12:30 +0000,positive reviews::9|critical reviews::2|reviews with images::4,250 X 250 Sq.ft.,10,Ocean Classic,11,3.9,Service Quality::4.0|Amenities::3.7|Food and Drinks::3.4|Value for Money::3.8|Location::4.3|Cleanliness::3.5,goibibo,Goa,cccf6365a9509be0bc7920bfa0280c5b
"MI Road, Opp Om Towers, next to ICICI Bank ATM",M I Road,Jaipur,India,24-07-2016,93,null,regular,2,21,26.91822023,M I Road,75.79978475,Johari Bazar|Jantar Mantar|M I Road|City Palace|Metropolitan Mall|Jaipur Railway Station,HTLGBO1000050440,Backpacker Panda Jaipur,Hostel,Jaipur,2016-07-24 01:12:30 +0000,positive reviews::56|critical reviews::4|reviews with images::19,100 X 80 Sq.ft.,41,AC Private Ensuite,60,4.4,Service Quality::4.1|Amenities::4.3|Food and Drinks::4.8|Value for Money::4.3|Location::4.5|Cleanliness::4.8,goibibo,Rajasthan,78f7b01980174f6dea0077e86ff1be64
"A-23, Sector 51, Near Community Center, Noida",Sector 51,Noida,India,24-07-2016,0,null,regular,0,33,28.54114279,Sector 51,77.38282847,Sector 51|Woven Gold|Worlds of Wonder,HTLGBO1000057558,Avasa Hotel,Hotel,Noida,2016-07-24 01:12:30 +0000,positive reviews::0|critical reviews::2|reviews with images::0,18 X 16 Sq.ft.,5,Standard Room,2,1.3,Service Quality::1.3|Amenities::1.6|Food and Drinks::1.6|Value for Money::1.6|Location::1.3|Cleanliness::1.6,goibibo,Uttar Pradesh,a6a457343e62227c29ecfff9db53d42a
"Village Bhimlat,Dist.Balaghat",Mukki Village,Kanha,India,24-07-2016,,null,regular,1,1,22.2830364,Mukki Village,80.6181218,Mukki Village,HTLGBO1000004840,Bagh Tola Kanha,Resort,Kanha,2016-07-24 01:12:30 +0000,,,11,Deluxe A.C,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Madhya Pradesh,34f089d3ede4b15bebf99a791771ffd6
"Chithirapuram P.O Thattathimukku, Anachal, Munnar  Munnar, Chithirapuram, Munnar 685565, India",Chithirapuram,Munnar,India,24-07-2016,,null,regular,1,10,10.0889333,Chithirapuram,77.0595248,Spices Market|Chithirapuram,HTLGBO1000060314,ANNAS HOMESTAY,Homestay,Munnar,2016-07-24 01:12:30 +0000,,,2,STANDARD ROOM,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Kerala,74ec8104a53ac3a02c144d713acff8f5
"near hanuman temple,old foot bridge",Others,Alleppey,India,24-07-2016,,null,regular,0,6,9.4980667,Others,76.3388484,Champakulam Church|Alleppey Railway Station|Others|Alleppey Beach,HTLGBO1000041716,Antonys Eco Houseboat,Houseboat,Alleppey,2016-07-24 01:12:30 +0000,,,1,Single bedroom,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Kerala,d3a644f85c4e116b1bf7a1d27463f4f8
"Udaipur Jhadol Road,  Near Nai Gaon, Udaipur",Lake Pichola Area,Udaipur,India,24-07-2016,79,null,regular,3,33,24.54432478,Lake Pichola Area,73.64417642,Lake Pichola Area,HTLGBO1000025468,Araliayas Resort,Resort,Udaipur,2016-07-24 01:12:30 +0000,positive reviews::121|critical reviews::24|reviews with images::38,19 X 16 Sq.ft.,17,Executive Garden Room,145,4.2,Service Quality::4.1|Amenities::4.1|Food and Drinks::4.0|Value for Money::4.2|Location::3.9|Cleanliness::4.1,goibibo,Rajasthan,9e04643da8560c880e964a6c49f2bec6
"139/C1, Next to G R Tech Park, Pattandur  Agrahara ITPL Main Road, Whitefield,   Bangalore-66",Whitefield,Bangalore,India,24-07-2016,,null,regular,0,7,12.9715987,Whitefield,77.5945627,Ub City Mall|Garuda Mall|Sree Kanteerava Stadium|Chinnaswamy Cricket Stadium|Jawaharlal Nehru Planetarium|Whitefield|Attara Kacheri,HTLGBO1000069798,Bhagini Residency,Hotel,Bangalore,2016-07-24 01:12:30 +0000,,,35,Twin Bed Deluxe,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Karnataka,2024040d38799a36a550cb81fcc30d46
"Opp. Brijkishore Homeopathic College,Near Allahabad Bank,Devkali Road,Faizabad",Devkali Road,Faizabad,India,24-07-2016,,null,regular,1,2,28.6139391,Devkali Road,77.2090212,Cathedral Church of The Redemption|Parliament House|Devkali Road|Talkatora Stadium|Gurudwara Rakabganj Sahib|Vigyan Bhawan,HTLGBO1000030830,AP House,Hotel,Faizabad,2016-07-24 01:12:30 +0000,,,10,Standard Room,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Uttar Pradesh,0734e8d7f352167dd25e5f54498831a4
"Nandi Hills, hegedahalli village Banglore",Others,Bangalore,India,24-07-2016,,null,regular,0,7,13.370154,Others,77.6834551,Others,HTLGBO1000072100,Aura Foothills,Homestay,Bangalore,2016-07-24 01:12:30 +0000,,,2,Non A/c Room,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Karnataka,8b22ae224cdd21e8e69c58fc2d636f43
"Ayur County Mountain Resorts, Chinnakanal P.O, Munnar",Chinnakanal,Munnar,India,24-07-2016,76,null,regular,3,20,10.03087,Chinnakanal,77.1618783,Chinnakanal,HTLGBO1000014146,Ayur County,Resort,Munnar,2016-07-24 01:12:30 +0000,positive reviews::55|critical reviews::14|reviews with images::13,,8,Valley Room (Deluxe),69,3.7,Service Quality::3.5|Amenities::3.6|Food and Drinks::3.4|Value for Money::3.8|Location::4.0|Cleanliness::3.6,goibibo,Kerala,5bef067461c4b9c4ff3efeeae0e70181
"Anjuna German Bakery Road , next to German bakery and curlies shack,Anjuna, Goa",Anjuna Area,Goa,India,24-07-2016,100,null,regular,3,15,15.2993265,Anjuna Area,74.123996,"Anjuna Area|Anjuna Beach|Calangute Beach|Titos lane, baga|Baga Beach|North Goa|Vagator Beach",HTLGBO1000061066,Bay Luxe,Hotel,Goa,2016-07-24 01:12:30 +0000,positive reviews::2|critical reviews::0|reviews with images::0,,10,Deluxe,2,4,Service Quality::4.0|Amenities::4.0|Food and Drinks::5.0|Value for Money::4.0|Location::3.8|Cleanliness::5.0,goibibo,Goa,bb0c47c33a7db591fbacb7add085fca0
"689/27 Opposite chand health club,model town",Sector-14,Rohtak,India,24-07-2016,,null,regular,0,5,28.8890982,Sector-14,76.6138327,Sector-14,HTLGBO1000031516,Basera Guest House,Guest House,Rohtak,2016-07-24 01:12:30 +0000,,,10,Deluxe Room,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Haryana,8d36d65408bd1392acc0d77fe9ffab84
"Mandarmani, East Medinipur",Purba Medinipur,Mandarmani,India,24-07-2016,100,null,regular,2,7,21.659977,Purba Medinipur,87.6908123,Purba Medinipur,HTLGBO1000048098,Arya Beach Resort Mandarmani,Resort,Mandarmani,2016-07-24 01:12:30 +0000,positive reviews::3|critical reviews::0|reviews with images::1,,22,AC Double Bed Room,3,3.5,Service Quality::2.9|Amenities::2.5|Food and Drinks::2.6|Value for Money::3.5|Location::4.9|Cleanliness::4.6,goibibo,West Bengal,1b1f387eecb3920313c074abf8a5c9de
"Awas Rd., Near Awas Beach, Alibaug, Maharasthra 402201",Awas,Raigad,India,24-07-2016,,null,regular,0,3,18.7624023,Awas,72.8652243,Awas,HTLGBO1000073186,Antiguo Alibaug,Bungalow,Raigad,2016-07-24 01:12:30 +0000,,,1,Exquisite 6BHK Bungalow,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Maharashtra,c2302c6fe66c031c017d3c9e23ebfa61
"N.H.Road, Central Munnar",Main Town,Munnar,India,24-07-2016,72,null,regular,3,14,10.0866509,Main Town,77.0610071,Echo Point|Roman Catholic Church|Sita Devi Lake|Mattupetty dairy farm|Anamudi Peak|Mattupetty Lake and Dam|Power House Waterfall|Main Town|Spices Market,HTLGBO1000003306,Bellmount Resorts,Resort,Munnar,2016-07-24 01:12:30 +0000,positive reviews::66|critical reviews::14|reviews with images::14,12 X 22 Sq.ft.,30,Deluxe Room,80,4.2,Service Quality::4.1|Amenities::4.0|Food and Drinks::3.8|Value for Money::4.1|Location::4.4|Cleanliness::4.0,goibibo,Kerala,53ac472d7ce902537ca169b31601161c
"Bagmane Estate, Mallandor P.O 15",Mallandur,Chikmagalur,India,24-07-2016,0,null,regular,1,12,13.3685736,Mallandur,75.6571751,Mallandur,HTLGBO1000029024,Bean Stalk Bagmane Homestay,Homestay,Chikmagalur,2016-07-24 01:12:30 +0000,,,3,Home stay Deluxe Room,0,0,Service Quality::0|Amenities::0|Food and Drinks::0|Value for Money::0|Location::0|Cleanliness::0,goibibo,Karnataka,f1f5f13382a4e2235b6357323832dfa7
"4D, 4th /Floor, 12B Russel Street",Others,Kolkata,India,24-07-2016,,Siesta Hospitality Services Limited,regular,0,7,22.5827198,Others,88.40827942,,HTLGBO1000049232,"Banayan Appartment ,Russell Street",Service Apartment,Kolkata,2016-07-24 01:12:30 +0000,,,3,Deluxe Room,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,West Bengal,6013ccb2686b3751531e7e260914b192
"Baragarh Villa Baragarh Estate, Village Gurdorh, PO Larenkelo Distt. Kullu Himachal Pradesh","Aleo, Left Bank",Manali,India,24-07-2016,,null,regular,3,15,32.2396325,"Aleo, Left Bank",77.1887145,"Chandrakhani Pass|Aleo, Left Bank|Manali 1st Super Market|Vashist Hot Water Springs and Temples",HTLGBO1000057678,Baragarh Villa,Resort,Manali,2016-07-24 01:12:30 +0000,,,8,Royal Suite,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Himachal Pradesh,3fc4b8776a78c95a1d6f4fb1609edd93
"VILL DAWADA, NH 21 MANALI  175131",Others,Manali,India,24-07-2016,,null,regular,0,18,32.09650257,Others,77.12678766,Others|Arjun Gufa|Naggar|Naggar Village,HTLGBO1000086324,BAZIRA COTTAGES,Hotel,Manali,2016-07-24 01:12:30 +0000,,12 X 12 Sq.ft.,9,DELUXE ROOM,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Himachal Pradesh,6c858c24e8eea56b71f2343c7b936382
"near helipad,cliff beach,varkala",Kurakkanni Cliff,Varkala,India,24-07-2016,,null,regular,0,3,28.6139391,Kurakkanni Cliff,77.2090212,Kurakkanni Cliff,HTLGBO1000032064,Ayushi Ayurvedi Retreat,Guest House,Varkala,2016-07-24 01:12:30 +0000,,,10,Budget Room,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Kerala,33f7bc11a256834c5de6da51c145adcc
palath house po nattika beach Thrissur kerala 680566,nattika beach,Thrissur,India,24-07-2016,,null,regular,0,7,10.4184641,nattika beach,76.0994875,Nattika Beach,HTLGBO1000078812,AVANTHIKA HOMESTAY,Homestay,Thrissur,2016-07-24 01:12:30 +0000,,,3,STANDARD ROOM,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Kerala,0bc9a7d214c301411d4b8c208eecd530
"Anna Salai, Near. Bus Stand",Attuvampatti,Kodaikanal,India,24-07-2016,,null,regular,0,6,10.23560378,Attuvampatti,77.49242222,Attuvampatti|St Peters Church|St Marys Church,HTLGBO1000056932,ASTORIA VEG,Hotel,Kodaikanal,2016-07-24 01:12:30 +0000,,,23,Double Bed Room,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Tamil Nadu,4cab174ce3b97d4f2f8364c38a1acd9a
"Kolamb village, Malvan",Kolamb Village,Malwan,India,24-07-2016,,null,regular,0,7,16.1086061,Kolamb Village,73.471054,Kolamb Village,HTLGBO1000071220,Arvind Niwas,Homestay,Malwan,2016-07-24 01:12:30 +0000,,,2,standard room,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Maharashtra,ed2d80c03ff0ecad8d95663af3f0868b
"No.4, E-Road, (Near Omni Bus Stand) Koyambedu",Koyambedu,Chennai,India,24-07-2016,78,null,regular,2,6,13.0694273,Koyambedu,80.1980712,Chennai International Airport|Koyambedu Private Bus Terminus|AVM Film Studio|Ambattur Estate MTC Bus Depot|Koyambedu|Bus Stop - Koyambedu|Kodambakkam Market|The Forum Vijaya Mall|Wavin Bus Stop,HTLGBO1000006973,Balaji Residency,Hotel,Chennai,2016-07-24 01:12:30 +0000,positive reviews::35|critical reviews::15|reviews with images::4,10 X 10 Sq.ft.,11,Deluxe,50,3.4,Service Quality::3.2|Amenities::3.2|Food and Drinks::2.9|Value for Money::3.4|Location::3.5|Cleanliness::3.4,goibibo,Tamil Nadu,3a44cedbdfae317ba2c2fce56b62af0d
"Near Nehru Enclave , Bari Jugallie Gomti Nagar,","Gomti Nagar,",Lucknow,India,24-07-2016,44,null,regular,0,2,26.8619743,"Gomti Nagar,",80.97840852,"Divine Heart Hospital|Sahara Hospital|Badshahnagar Railway Station|Bhim Rao Ambedkar Stadium|Shahid Path|Gomti Nagar,|Local-Malhaur|Dr Ram Manhor Lohiya Hospital",HTLGBO1000063092,Aryan Hotel,Hotel,Lucknow,2016-07-24 01:12:30 +0000,positive reviews::4|critical reviews::5|reviews with images::2,,40,Deluxe,9,2.7,Service Quality::2.8|Amenities::2.7|Food and Drinks::2.0|Value for Money::3.0|Location::2.9|Cleanliness::2.3,goibibo,Uttar Pradesh,e3562a590f21a0bd0040b3669e345587
"S.N Junction, Punnamada, Alappuzha",Finishing Point Road,Alleppey,India,24-07-2016,,null,regular,0,8,9.4980667,Finishing Point Road,76.3388484,Finishing Point Road|Alleppey Railway Station|Champakulam Church|Alleppey Beach,HTLGBO1000064302,Bens Houseboats 2 Bed Room A/c DLX (2),Houseboat,Alleppey,2016-07-24 01:12:30 +0000,,,2,2 Bed Room A/c DLX,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Kerala,356383f2dba59239db4e4eae58bddd62
